data.date,data.resultSet.0.detected_virus,data.resultSet.1.cres_successful,data.resultSet.10.detected_spam,data.resultSet.11.total_hard_bounces,data.resultSet.12.detected_virus_per_msg,data.resultSet.13.malicious_url,data.resultSet.14.total_recipients_delivered,data.resultSet.2.cres_failed,data.resultSet.3.threat_content_filter,data.resultSet.4.total_dlp_incidents,data.resultSet.5.total_clean_recipients,data.resultSet.6.total_recipients_processed,data.resultSet.7.ims_spam_increment_over_case,data.resultSet.8.detected_amp,data.resultSet.9.total_recipients,data.type,meta.totalCount,source_file
01/02/2023,3,8,0,3438,9,0,174473,0,7649,9,170155,177798,11,17,177938,mail_outgoing_traffic_summary,5,20230201-PRO-OM.json
02/02/2023,7,4,0,3447,5,1,174483,5,7646,0,170160,177803,14,11,177923,mail_outgoing_traffic_summary,5,20230202-PRO-OM.json
03/02/2023,0,0,0,3454,2,6,174470,7,7646,0,170163,177809,0,10,177928,mail_outgoing_traffic_summary,11,20230203-PRO-OM.json
04/02/2023,0,3,0,3438,6,1,174488,0,7644,0,170149,177795,3,8,177932,mail_outgoing_traffic_summary,10,20230204-PRO-OM.json
05/02/2023,4,7,2,3451,0,0,174481,0,7638,4,170162,177804,12,18,177931,mail_outgoing_traffic_summary,18,20230205-PRO-OM.json
06/02/2023,5,2,0,3445,4,9,174482,4,7645,0,170155,177794,4,4,177930,mail_outgoing_traffic_summary,16,20230206-PRO-OM.json
07/02/2023,0,5,0,3455,5,6,174481,10,7650,3,170144,177799,7,8,177938,mail_outgoing_traffic_summary,14,20230207-PRO-OM.json
08/02/2023,10,5,4,3437,0,0,174481,3,7646,1,170157,177809,1,16,177936,mail_outgoing_traffic_summary,0,20230208-PRO-OM.json
09/02/2023,0,0,0,3453,3,5,174487,9,7647,9,170157,177808,7,20,177937,mail_outgoing_traffic_summary,0,20230209-PRO-OM.json
10/02/2023,2,7,10,3439,11,10,174480,3,7649,0,170156,177809,2,10,177929,mail_outgoing_traffic_summary,15,20230210-PRO-OM.json
11/02/2023,0,5,4,3450,0,9,174484,0,7648,0,170152,177792,0,6,177936,mail_outgoing_traffic_summary,6,20230211-PRO-OM.json
12/02/2023,0,0,9,3437,0,0,174486,0,7647,4,170153,177804,2,18,177926,mail_outgoing_traffic_summary,8,20230212-PRO-OM.json
13/02/2023,0,0,4,3454,11,0,174486,0,7646,9,170146,177810,0,11,177933,mail_outgoing_traffic_summary,6,20230213-PRO-OM.json
14/02/2023,7,8,0,3450,11,0,174488,0,7657,5,170152,177808,0,18,177931,mail_outgoing_traffic_summary,19,20230214-PRO-OM.json
15/02/2023,8,0,0,3452,6,10,174489,0,7643,0,170155,177795,0,19,177923,mail_outgoing_traffic_summary,12,20230215-PRO-OM.json
16/02/2023,2,0,0,3439,6,0,174472,0,7639,10,170153,177798,11,11,177932,mail_outgoing_traffic_summary,9,20230216-PRO-OM.json
17/02/2023,10,0,0,3454,5,9,174490,0,7656,0,170160,177793,11,5,177934,mail_outgoing_traffic_summary,5,20230217-PRO-OM.json
18/02/2023,0,0,0,3448,0,4,174476,3,7646,0,170149,177801,0,4,177932,mail_outgoing_traffic_summary,11,20230218-PRO-OM.json
19/02/2023,8,0,0,3445,2,9,174483,0,7654,0,170147,177805,0,1,177937,mail_outgoing_traffic_summary,4,20230219-PRO-OM.json
20/02/2023,0,5,0,3438,0,2,174479,5,7656,0,170147,177797,10,4,177922,mail_outgoing_traffic_summary,18,20230220-PRO-OM.json
21/02/2023,4,0,7,3440,0,0,174484,0,7654,0,170145,177801,7,20,177918,mail_outgoing_traffic_summary,2,20230221-PRO-OM.json
22/02/2023,0,7,0,3451,0,0,174482,0,7644,9,170162,177792,0,13,177922,mail_outgoing_traffic_summary,4,20230222-PRO-OM.json
23/02/2023,5,3,6,3446,4,0,174481,3,7639,10,170146,177798,2,8,177938,mail_outgoing_traffic_summary,1,20230223-PRO-OM.json
24/02/2023,1,0,0,3453,8,10,174480,0,7652,0,170153,177804,14,8,177923,mail_outgoing_traffic_summary,11,20230224-PRO-OM.json
25/02/2023,0,9,0,3444,0,5,174477,8,7640,0,170150,177804,0,7,177935,mail_outgoing_traffic_summary,6,20230225-PRO-OM.json
26/02/2023,9,4,7,3456,0,1,174485,5,7656,3,170145,177795,0,17,177932,mail_outgoing_traffic_summary,3,20230226-PRO-OM.json
27/02/2023,0,1,0,3443,2,10,174490,0,7651,0,170158,177792,0,8,177930,mail_outgoing_traffic_summary,1,20230227-PRO-OM.json
28/02/2023,0,9,7,3438,1,0,174481,0,7657,0,170157,177807,6,14,177921,mail_outgoing_traffic_summary,3,20230228-PRO-OM.json
01/03/2023,7,0,6,3452,0,6,174481,0,7647,2,170149,177801,11,1,177931,mail_outgoing_traffic_summary,0,20230301-PRO-OM.json
02/03/2023,0,0,2,3445,8,0,174479,0,7653,0,170148,177807,4,5,177926,mail_outgoing_traffic_summary,17,20230302-PRO-OM.json
03/03/2023,4,0,0,3437,0,0,174483,0,7657,6,170152,177807,0,4,177935,mail_outgoing_traffic_summary,15,20230303-PRO-OM.json
04/03/2023,4,3,3,3449,5,4,174484,7,7645,2,170147,177810,5,6,177930,mail_outgoing_traffic_summary,11,20230304-PRO-OM.json
05/03/2023,0,5,0,3436,0,0,174480,0,7657,9,170159,177810,0,3,177920,mail_outgoing_traffic_summary,1,20230305-PRO-OM.json
06/03/2023,0,0,0,3445,0,1,174489,0,7657,0,170155,177794,0,6,177938,mail_outgoing_traffic_summary,14,20230306-PRO-OM.json
07/03/2023,0,0,1,3438,0,8,174477,6,7641,0,170147,177793,1,2,177923,mail_outgoing_traffic_summary,1,20230307-PRO-OM.json
08/03/2023,0,2,0,3449,0,1,174477,10,7656,0,170162,177803,10,20,177927,mail_outgoing_traffic_summary,15,20230308-PRO-OM.json
09/03/2023,0,3,5,3440,0,0,174476,0,7642,8,170148,177796,0,0,177930,mail_outgoing_traffic_summary,0,20230309-PRO-OM.json
10/03/2023,0,10,0,3456,9,0,174488,5,7646,7,170153,177808,4,6,177922,mail_outgoing_traffic_summary,18,20230310-PRO-OM.json
11/03/2023,0,0,0,3447,5,0,174484,0,7642,0,170143,177790,14,20,177931,mail_outgoing_traffic_summary,19,20230311-PRO-OM.json
12/03/2023,0,0,3,3456,3,0,174487,3,7648,0,170158,177802,11,1,177934,mail_outgoing_traffic_summary,1,20230312-PRO-OM.json
13/03/2023,1,6,0,3448,0,10,174479,2,7643,0,170162,177798,4,6,177928,mail_outgoing_traffic_summary,13,20230313-PRO-OM.json
14/03/2023,4,2,3,3447,0,0,174483,8,7643,0,170144,177801,0,20,177924,mail_outgoing_traffic_summary,19,20230314-PRO-OM.json
15/03/2023,0,0,0,3447,2,7,174487,0,7649,0,170162,177801,8,15,177935,mail_outgoing_traffic_summary,3,20230315-PRO-OM.json
16/03/2023,1,7,0,3456,11,4,174474,2,7654,2,170150,177808,5,13,177921,mail_outgoing_traffic_summary,5,20230316-PRO-OM.json
17/03/2023,1,5,0,3438,0,10,174473,0,7650,0,170158,177792,9,8,177935,mail_outgoing_traffic_summary,13,20230317-PRO-OM.json
18/03/2023,0,8,9,3454,0,4,174485,5,7645,4,170146,177793,0,4,177922,mail_outgoing_traffic_summary,10,20230318-PRO-OM.json
19/03/2023,0,0,5,3442,0,0,174482,0,7648,0,170158,177796,0,15,177933,mail_outgoing_traffic_summary,16,20230319-PRO-OM.json
20/03/2023,2,0,5,3452,6,2,174488,4,7658,0,170152,177807,13,10,177927,mail_outgoing_traffic_summary,16,20230320-PRO-OM.json
21/03/2023,10,5,0,3440,0,9,174472,1,7645,2,170158,177798,12,14,177935,mail_outgoing_traffic_summary,7,20230321-PRO-OM.json
22/03/2023,8,0,0,3441,3,0,174487,7,7649,0,170147,177790,11,18,177928,mail_outgoing_traffic_summary,18,20230322-PRO-OM.json
23/03/2023,2,0,0,3443,3,9,174485,2,7644,0,170153,177801,6,8,177925,mail_outgoing_traffic_summary,0,20230323-PRO-OM.json
24/03/2023,6,0,7,3451,4,0,174477,0,7640,9,170144,177808,14,5,177927,mail_outgoing_traffic_summary,0,20230324-PRO-OM.json
25/03/2023,6,4,3,3441,7,5,174474,10,7654,1,170162,177808,6,8,177934,mail_outgoing_traffic_summary,0,20230325-PRO-OM.json
26/03/2023,7,5,0,3436,0,0,174487,0,7653,0,170154,177800,0,9,177934,mail_outgoing_traffic_summary,7,20230326-PRO-OM.json
27/03/2023,0,0,4,3441,6,0,174472,0,7640,0,170144,177798,9,2,177925,mail_outgoing_traffic_summary,13,20230327-PRO-OM.json
28/03/2023,3,0,5,3451,3,8,174476,3,7653,0,170153,177801,0,9,177925,mail_outgoing_traffic_summary,11,20230328-PRO-OM.json
29/03/2023,0,4,0,3445,0,2,174480,9,7646,0,170163,177806,0,15,177937,mail_outgoing_traffic_summary,4,20230329-PRO-OM.json
30/03/2023,4,0,3,3438,6,0,174474,0,7651,0,170161,177795,0,5,177926,mail_outgoing_traffic_summary,0,20230330-PRO-OM.json
31/03/2023,0,0,6,3443,0,0,174484,10,7639,0,170161,177798,6,8,177918,mail_outgoing_traffic_summary,6,20230331-PRO-OM.json
01/04/2023,0,0,7,3450,7,0,174485,0,7646,0,170146,177804,4,3,177934,mail_outgoing_traffic_summary,18,20230401-PRO-OM.json
02/04/2023,0,0,8,3440,6,5,174487,4,7640,0,170146,177809,10,17,177921,mail_outgoing_traffic_summary,16,20230402-PRO-OM.json
03/04/2023,7,8,3,3438,1,0,174471,7,7647,7,170152,177793,6,1,177927,mail_outgoing_traffic_summary,3,20230403-PRO-OM.json
04/04/2023,3,0,0,3440,9,0,174490,10,7657,5,170143,177793,6,18,177924,mail_outgoing_traffic_summary,17,20230404-PRO-OM.json
05/04/2023,0,0,0,3454,5,1,174479,0,7647,0,170148,177803,0,15,177934,mail_outgoing_traffic_summary,19,20230405-PRO-OM.json
06/04/2023,0,0,8,3454,2,0,174482,3,7646,0,170161,177796,14,12,177937,mail_outgoing_traffic_summary,14,20230406-PRO-OM.json
07/04/2023,5,0,0,3452,9,0,174488,7,7643,0,170158,177796,7,10,177921,mail_outgoing_traffic_summary,7,20230407-PRO-OM.json
08/04/2023,0,6,7,3454,0,4,174483,7,7654,8,170161,177800,8,5,177937,mail_outgoing_traffic_summary,4,20230408-PRO-OM.json
09/04/2023,10,0,0,3446,5,0,174478,6,7642,9,170157,177792,7,20,177935,mail_outgoing_traffic_summary,9,20230409-PRO-OM.json
10/04/2023,0,9,0,3447,7,0,174486,0,7638,0,170150,177802,5,20,177928,mail_outgoing_traffic_summary,3,20230410-PRO-OM.json
11/04/2023,0,6,0,3440,0,0,174482,0,7650,0,170159,177810,0,12,177926,mail_outgoing_traffic_summary,18,20230411-PRO-OM.json
12/04/2023,6,0,0,3456,0,0,174477,0,7648,0,170157,177809,0,10,177919,mail_outgoing_traffic_summary,5,20230412-PRO-OM.json
13/04/2023,0,3,0,3451,11,5,174478,0,7655,0,170162,177806,0,7,177930,mail_outgoing_traffic_summary,8,20230413-PRO-OM.json
14/04/2023,10,0,0,3439,0,3,174470,0,7645,5,170155,177803,7,1,177934,mail_outgoing_traffic_summary,0,20230414-PRO-OM.json
15/04/2023,0,0,0,3455,0,6,174481,10,7649,9,170146,177791,0,11,177932,mail_outgoing_traffic_summary,17,20230415-PRO-OM.json
16/04/2023,3,9,3,3436,11,4,174475,0,7655,5,170147,177802,14,3,177932,mail_outgoing_traffic_summary,5,20230416-PRO-OM.json
17/04/2023,2,7,0,3441,6,0,174470,0,7645,8,170152,177806,2,20,177919,mail_outgoing_traffic_summary,0,20230417-PRO-OM.json
18/04/2023,0,2,5,3456,6,2,174471,3,7642,9,170147,177801,0,17,177920,mail_outgoing_traffic_summary,4,20230418-PRO-OM.json
19/04/2023,0,0,0,3449,0,0,174471,8,7648,0,170147,177802,3,16,177919,mail_outgoing_traffic_summary,6,20230419-PRO-OM.json
20/04/2023,4,5,1,3436,3,7,174474,0,7650,5,170150,177802,10,4,177918,mail_outgoing_traffic_summary,1,20230420-PRO-OM.json
21/04/2023,9,0,1,3450,11,7,174486,9,7654,7,170163,177792,14,2,177927,mail_outgoing_traffic_summary,13,20230421-PRO-OM.json
22/04/2023,2,2,0,3453,0,0,174481,9,7648,4,170161,177791,0,3,177923,mail_outgoing_traffic_summary,7,20230422-PRO-OM.json
23/04/2023,5,6,0,3444,0,0,174476,0,7650,7,170153,177790,13,10,177933,mail_outgoing_traffic_summary,8,20230423-PRO-OM.json
24/04/2023,9,6,5,3436,0,1,174474,0,7656,6,170158,177807,0,19,177922,mail_outgoing_traffic_summary,6,20230424-PRO-OM.json
25/04/2023,0,0,0,3451,0,6,174476,10,7641,0,170153,177792,0,0,177928,mail_outgoing_traffic_summary,19,20230425-PRO-OM.json
26/04/2023,3,0,0,3451,3,6,174472,5,7643,0,170160,177804,5,0,177935,mail_outgoing_traffic_summary,13,20230426-PRO-OM.json
27/04/2023,8,0,0,3456,2,0,174488,10,7647,0,170160,177807,0,7,177923,mail_outgoing_traffic_summary,16,20230427-PRO-OM.json
28/04/2023,0,7,4,3452,7,6,174488,0,7643,0,170144,177798,11,15,177937,mail_outgoing_traffic_summary,13,20230428-PRO-OM.json
29/04/2023,0,0,0,3450,4,4,174474,2,7639,10,170147,177794,0,6,177923,mail_outgoing_traffic_summary,0,20230429-PRO-OM.json
30/04/2023,0,0,0,3454,10,1,174474,8,7644,1,170154,177802,0,20,177918,mail_outgoing_traffic_summary,17,20230430-PRO-OM.json
01/05/2023,10,10,9,3447,3,5,174488,0,7645,0,170144,177797,0,3,177918,mail_outgoing_traffic_summary,19,20230501-PRO-OM.json
02/05/2023,0,0,0,3446,0,0,174479,6,7639,3,170157,177793,1,1,177932,mail_outgoing_traffic_summary,10,20230502-PRO-OM.json
03/05/2023,8,0,0,3437,0,10,174478,0,7641,0,170157,177808,9,14,177921,mail_outgoing_traffic_summary,17,20230503-PRO-OM.json
04/05/2023,3,0,9,3450,0,0,174478,0,7654,8,170162,177799,12,18,177921,mail_outgoing_traffic_summary,4,20230504-PRO-OM.json
05/05/2023,1,4,3,3451,1,5,174472,0,7655,0,170144,177790,2,17,177919,mail_outgoing_traffic_summary,4,20230505-PRO-OM.json
06/05/2023,0,10,7,3443,0,9,174483,0,7657,3,170163,177799,13,12,177930,mail_outgoing_traffic_summary,0,20230506-PRO-OM.json
07/05/2023,10,0,0,3441,0,0,174478,0,7651,0,170150,177796,9,13,177918,mail_outgoing_traffic_summary,9,20230507-PRO-OM.json
08/05/2023,10,2,2,3455,8,4,174479,0,7655,3,170162,177807,13,7,177936,mail_outgoing_traffic_summary,15,20230508-PRO-OM.json
09/05/2023,0,6,7,3455,4,3,174485,8,7646,0,170144,177799,6,12,177926,mail_outgoing_traffic_summary,12,20230509-PRO-OM.json
10/05/2023,0,2,0,3444,0,0,174481,0,7648,9,170145,177802,0,3,177920,mail_outgoing_traffic_summary,15,20230510-PRO-OM.json
11/05/2023,0,0,0,3437,0,3,174478,0,7641,7,170150,177806,4,8,177929,mail_outgoing_traffic_summary,8,20230511-PRO-OM.json
12/05/2023,0,0,0,3452,0,2,174484,9,7645,0,170150,177799,0,1,177938,mail_outgoing_traffic_summary,14,20230512-PRO-OM.json
13/05/2023,0,4,2,3444,0,0,174474,0,7646,2,170150,177791,0,19,177935,mail_outgoing_traffic_summary,5,20230513-PRO-OM.json
14/05/2023,1,2,0,3456,0,8,174486,0,7647,0,170150,177807,3,10,177938,mail_outgoing_traffic_summary,0,20230514-PRO-OM.json
15/05/2023,9,0,7,3440,3,7,174488,1,7655,0,170156,177803,11,6,177927,mail_outgoing_traffic_summary,17,20230515-PRO-OM.json
16/05/2023,4,1,0,3440,6,0,174482,0,7654,0,170146,177804,9,14,177927,mail_outgoing_traffic_summary,18,20230516-PRO-OM.json
17/05/2023,0,0,0,3444,0,0,174472,0,7646,5,170148,177806,0,17,177937,mail_outgoing_traffic_summary,14,20230517-PRO-OM.json
18/05/2023,0,7,3,3454,8,8,174476,0,7647,0,170163,177794,12,16,177932,mail_outgoing_traffic_summary,12,20230518-PRO-OM.json
19/05/2023,7,0,7,3437,1,0,174471,0,7648,0,170155,177810,3,12,177922,mail_outgoing_traffic_summary,13,20230519-PRO-OM.json
20/05/2023,0,0,0,3438,1,0,174480,4,7648,8,170154,177791,0,5,177931,mail_outgoing_traffic_summary,5,20230520-PRO-OM.json
21/05/2023,0,9,0,3440,0,1,174482,9,7643,7,170154,177801,1,11,177936,mail_outgoing_traffic_summary,1,20230521-PRO-OM.json
22/05/2023,4,7,0,3443,0,0,174473,0,7643,8,170144,177810,0,18,177922,mail_outgoing_traffic_summary,1,20230522-PRO-OM.json
23/05/2023,0,4,1,3441,0,7,174470,4,7638,9,170147,177790,8,3,177920,mail_outgoing_traffic_summary,4,20230523-PRO-OM.json
24/05/2023,0,0,0,3453,0,9,174479,0,7654,0,170148,177805,0,0,177919,mail_outgoing_traffic_summary,16,20230524-PRO-OM.json
25/05/2023,0,4,0,3440,0,0,174490,4,7652,1,170155,177808,0,19,177935,mail_outgoing_traffic_summary,4,20230525-PRO-OM.json
26/05/2023,4,3,1,3436,0,10,174489,2,7644,0,170162,177796,1,18,177931,mail_outgoing_traffic_summary,11,20230526-PRO-OM.json
27/05/2023,0,0,1,3444,2,4,174482,0,7640,0,170154,177806,9,12,177918,mail_outgoing_traffic_summary,17,20230527-PRO-OM.json
28/05/2023,0,1,0,3456,8,8,174476,8,7641,0,170148,177802,0,9,177919,mail_outgoing_traffic_summary,6,20230528-PRO-OM.json
29/05/2023,4,4,4,3436,0,0,174471,0,7656,3,170155,177800,7,6,177924,mail_outgoing_traffic_summary,19,20230529-PRO-OM.json
30/05/2023,1,0,10,3450,0,9,174476,1,7657,1,170149,177797,0,5,177922,mail_outgoing_traffic_summary,15,20230530-PRO-OM.json
31/05/2023,0,0,0,3452,0,10,174473,4,7646,0,170147,177796,0,4,177922,mail_outgoing_traffic_summary,18,20230531-PRO-OM.json
01/06/2023,5,1,0,3454,0,0,174490,2,7640,0,170151,177805,0,11,177928,mail_outgoing_traffic_summary,1,20230601-PRO-OM.json
02/06/2023,5,0,0,3440,5,10,174482,0,7643,3,170158,177805,1,2,177937,mail_outgoing_traffic_summary,0,20230602-PRO-OM.json
03/06/2023,0,0,4,3445,0,3,174476,7,7651,5,170155,177799,12,14,177936,mail_outgoing_traffic_summary,11,20230603-PRO-OM.json
04/06/2023,7,8,0,3446,0,0,174477,0,7657,2,170154,177799,7,13,177925,mail_outgoing_traffic_summary,8,20230604-PRO-OM.json
05/06/2023,1,0,0,3437,0,0,174471,0,7658,3,170154,177800,9,18,177922,mail_outgoing_traffic_summary,8,20230605-PRO-OM.json
06/06/2023,3,0,0,3449,0,10,174473,0,7639,0,170149,177799,8,9,177923,mail_outgoing_traffic_summary,0,20230606-PRO-OM.json
07/06/2023,0,0,0,3436,0,0,174478,0,7648,2,170161,177793,0,6,177918,mail_outgoing_traffic_summary,12,20230607-PRO-OM.json
08/06/2023,5,10,0,3444,0,2,174481,10,7653,0,170151,177803,0,19,177937,mail_outgoing_traffic_summary,19,20230608-PRO-OM.json
09/06/2023,1,0,0,3451,0,0,174475,8,7657,9,170151,177801,0,19,177928,mail_outgoing_traffic_summary,3,20230609-PRO-OM.json
10/06/2023,9,0,0,3444,0,4,174485,2,7651,10,170149,177795,13,10,177931,mail_outgoing_traffic_summary,14,20230610-PRO-OM.json
11/06/2023,0,0,7,3443,0,0,174490,0,7645,10,170160,177791,0,8,177936,mail_outgoing_traffic_summary,1,20230611-PRO-OM.json
12/06/2023,0,0,0,3445,0,0,174479,9,7642,3,170147,177795,0,6,177923,mail_outgoing_traffic_summary,4,20230612-PRO-OM.json
13/06/2023,0,7,9,3437,0,4,174482,0,7649,7,170148,177803,13,5,177936,mail_outgoing_traffic_summary,16,20230613-PRO-OM.json
14/06/2023,0,10,7,3452,0,10,174478,0,7651,10,170154,177808,0,0,177938,mail_outgoing_traffic_summary,6,20230614-PRO-OM.json
15/06/2023,0,4,0,3438,5,8,174489,0,7658,5,170147,177809,7,13,177936,mail_outgoing_traffic_summary,11,20230615-PRO-OM.json
16/06/2023,4,0,0,3444,8,0,174481,2,7650,0,170160,177809,0,0,177935,mail_outgoing_traffic_summary,15,20230616-PRO-OM.json
17/06/2023,0,10,0,3456,0,3,174481,0,7654,5,170148,177803,14,1,177918,mail_outgoing_traffic_summary,2,20230617-PRO-OM.json
18/06/2023,9,3,5,3438,0,0,174480,0,7643,0,170150,177807,1,10,177918,mail_outgoing_traffic_summary,10,20230618-PRO-OM.json
19/06/2023,9,0,10,3442,2,0,174479,0,7652,4,170152,177798,9,7,177929,mail_outgoing_traffic_summary,13,20230619-PRO-OM.json
20/06/2023,0,4,0,3439,7,8,174473,0,7651,0,170149,177800,1,15,177934,mail_outgoing_traffic_summary,10,20230620-PRO-OM.json
21/06/2023,10,0,8,3447,5,0,174487,2,7646,6,170159,177799,13,19,177932,mail_outgoing_traffic_summary,10,20230621-PRO-OM.json
22/06/2023,0,8,0,3436,10,8,174490,0,7657,5,170160,177792,2,10,177936,mail_outgoing_traffic_summary,4,20230622-PRO-OM.json
23/06/2023,0,0,5,3442,3,2,174474,0,7644,4,170149,177802,0,10,177934,mail_outgoing_traffic_summary,13,20230623-PRO-OM.json
24/06/2023,0,0,0,3449,0,0,174473,0,7647,0,170159,177792,6,8,177926,mail_outgoing_traffic_summary,18,20230624-PRO-OM.json
25/06/2023,0,9,7,3450,0,5,174473,6,7652,0,170153,177801,0,7,177928,mail_outgoing_traffic_summary,13,20230625-PRO-OM.json
26/06/2023,0,10,4,3440,0,0,174478,0,7645,0,170162,177791,14,11,177932,mail_outgoing_traffic_summary,1,20230626-PRO-OM.json
27/06/2023,2,6,7,3448,5,10,174475,3,7641,2,170149,177791,9,0,177922,mail_outgoing_traffic_summary,0,20230627-PRO-OM.json
28/06/2023,0,0,7,3438,6,0,174484,0,7646,3,170146,177805,0,18,177923,mail_outgoing_traffic_summary,7,20230628-PRO-OM.json
29/06/2023,0,2,8,3438,0,3,174487,0,7642,0,170146,177808,0,10,177935,mail_outgoing_traffic_summary,11,20230629-PRO-OM.json
30/06/2023,0,6,3,3441,0,0,174475,0,7641,0,170161,177806,7,10,177926,mail_outgoing_traffic_summary,1,20230630-PRO-OM.json
01/07/2023,7,0,0,3455,9,6,174478,7,7651,5,170151,177802,1,1,177919,mail_outgoing_traffic_summary,6,20230701-PRO-OM.json
02/07/2023,7,0,0,3436,0,2,174474,6,7642,0,170163,177797,10,14,177937,mail_outgoing_traffic_summary,0,20230702-PRO-OM.json
03/07/2023,0,6,8,3456,4,0,174481,0,7652,0,170143,177792,0,6,177922,mail_outgoing_traffic_summary,1,20230703-PRO-OM.json
04/07/2023,2,3,4,3449,8,4,174486,2,7649,2,170147,177794,2,2,177937,mail_outgoing_traffic_summary,7,20230704-PRO-OM.json
05/07/2023,7,0,0,3446,9,0,174486,6,7642,4,170150,177790,7,7,177927,mail_outgoing_traffic_summary,15,20230705-PRO-OM.json
06/07/2023,0,0,8,3450,11,7,174483,0,7647,5,170146,177797,0,15,177921,mail_outgoing_traffic_summary,0,20230706-PRO-OM.json
07/07/2023,10,2,0,3437,5,3,174487,0,7653,5,170146,177807,0,15,177928,mail_outgoing_traffic_summary,2,20230707-PRO-OM.json
08/07/2023,0,1,9,3453,0,8,174474,0,7658,6,170151,177795,3,6,177921,mail_outgoing_traffic_summary,8,20230708-PRO-OM.json
09/07/2023,4,5,6,3439,1,1,174478,0,7641,0,170150,177808,5,18,177933,mail_outgoing_traffic_summary,3,20230709-PRO-OM.json
10/07/2023,0,8,0,3453,7,0,174471,0,7648,0,170155,177806,6,4,177932,mail_outgoing_traffic_summary,13,20230710-PRO-OM.json
11/07/2023,0,0,9,3450,6,0,174481,0,7658,0,170156,177804,0,15,177934,mail_outgoing_traffic_summary,7,20230711-PRO-OM.json
12/07/2023,0,0,0,3448,0,5,174472,0,7643,3,170161,177807,0,3,177926,mail_outgoing_traffic_summary,0,20230712-PRO-OM.json
13/07/2023,0,5,1,3456,0,0,174488,0,7655,0,170148,177808,0,12,177925,mail_outgoing_traffic_summary,12,20230713-PRO-OM.json
14/07/2023,0,0,1,3438,0,0,174481,1,7644,0,170149,177795,0,5,177925,mail_outgoing_traffic_summary,19,20230714-PRO-OM.json
15/07/2023,2,0,0,3436,3,0,174489,0,7653,4,170152,177808,5,8,177923,mail_outgoing_traffic_summary,7,20230715-PRO-OM.json
16/07/2023,0,0,0,3452,5,5,174488,0,7642,0,170161,177810,0,9,177925,mail_outgoing_traffic_summary,13,20230716-PRO-OM.json
17/07/2023,0,7,6,3444,3,5,174474,0,7648,3,170158,177794,6,5,177918,mail_outgoing_traffic_summary,17,20230717-PRO-OM.json
18/07/2023,0,0,10,3437,0,0,174489,8,7649,3,170149,177795,0,15,177927,mail_outgoing_traffic_summary,1,20230718-PRO-OM.json
19/07/2023,0,3,0,3440,0,0,174482,0,7638,10,170162,177798,3,2,177931,mail_outgoing_traffic_summary,10,20230719-PRO-OM.json
20/07/2023,6,2,7,3447,0,2,174474,8,7646,4,170161,177790,0,11,177927,mail_outgoing_traffic_summary,12,20230720-PRO-OM.json
21/07/2023,7,4,0,3448,8,0,174481,10,7649,3,170151,177803,8,4,177930,mail_outgoing_traffic_summary,8,20230721-PRO-OM.json
22/07/2023,0,0,0,3442,7,0,174489,9,7638,6,170157,177806,14,16,177931,mail_outgoing_traffic_summary,0,20230722-PRO-OM.json
23/07/2023,3,0,0,3455,0,0,174482,0,7645,4,170145,177804,0,17,177931,mail_outgoing_traffic_summary,17,20230723-PRO-OM.json
24/07/2023,0,10,0,3456,7,0,174480,6,7656,0,170146,177802,14,8,177936,mail_outgoing_traffic_summary,0,20230724-PRO-OM.json
25/07/2023,0,9,7,3437,7,0,174470,2,7641,0,170158,177802,6,4,177918,mail_outgoing_traffic_summary,6,20230725-PRO-OM.json
26/07/2023,2,0,6,3438,8,4,174481,0,7647,0,170154,177801,1,13,177926,mail_outgoing_traffic_summary,7,20230726-PRO-OM.json
27/07/2023,8,8,0,3454,10,7,174477,3,7643,0,170154,177802,13,18,177937,mail_outgoing_traffic_summary,5,20230727-PRO-OM.json
28/07/2023,0,6,0,3454,10,7,174483,8,7653,0,170147,177810,11,15,177922,mail_outgoing_traffic_summary,19,20230728-PRO-OM.json
29/07/2023,0,0,0,3451,10,0,174482,0,7653,0,170146,177795,4,7,177920,mail_outgoing_traffic_summary,2,20230729-PRO-OM.json
30/07/2023,0,5,7,3454,2,0,174478,10,7639,7,170154,177792,9,7,177923,mail_outgoing_traffic_summary,10,20230730-PRO-OM.json
31/07/2023,1,7,0,3440,3,0,174475,7,7650,0,170163,177790,8,17,177935,mail_outgoing_traffic_summary,18,20230731-PRO-OM.json
01/08/2023,0,0,0,3440,0,0,174477,0,7641,9,170163,177802,0,9,177932,mail_outgoing_traffic_summary,18,20230801-PRO-OM.json
02/08/2023,2,0,0,3452,11,0,174490,0,7650,2,170150,177803,0,11,177919,mail_outgoing_traffic_summary,19,20230802-PRO-OM.json
03/08/2023,9,0,10,3453,0,7,174489,0,7648,0,170159,177792,0,17,177918,mail_outgoing_traffic_summary,11,20230803-PRO-OM.json
04/08/2023,5,0,1,3440,0,0,174479,0,7651,0,170154,177806,8,18,177919,mail_outgoing_traffic_summary,1,20230804-PRO-OM.json
05/08/2023,0,0,1,3449,6,0,174476,0,7658,0,170161,177795,0,0,177937,mail_outgoing_traffic_summary,5,20230805-PRO-OM.json
06/08/2023,8,6,0,3446,0,2,174471,0,7657,0,170158,177800,4,2,177928,mail_outgoing_traffic_summary,13,20230806-PRO-OM.json
07/08/2023,0,0,6,3441,4,4,174483,0,7653,0,170143,177810,7,15,177929,mail_outgoing_traffic_summary,3,20230807-PRO-OM.json
