data.date,data.resultSet.recipients_matched.0.ALLOW_PHIS_SIMULATION_WOMBAT,data.resultSet.recipients_matched.1.BLOC_SEC_BLACKLIST_QUARANTINE,data.resultSet.recipients_matched.10.BLOCK_SPAM_POSITIVE,data.resultSet.recipients_matched.11.BLOCK_SPAM_SDR_AWFUL,data.resultSet.recipients_matched.12.BLOCK_SPAM_SDR_AWFUL_RLUZYGAS,data.resultSet.recipients_matched.13.BLOCK_SPAM_SDR_POOR,data.resultSet.recipients_matched.14.BLOCK_SPAM_SDR_POOR_RLUZYGAS,data.resultSet.recipients_matched.15.BLOCK_SPAM_SUSPECT,data.resultSet.recipients_matched.16.BLOCK_YAMMER,data.resultSet.recipients_matched.17.DMARC_FAILURE,data.resultSet.recipients_matched.18.ESTUDIO_POSITIVO_SPAM,data.resultSet.recipients_matched.19.ESTUDIO_SUSPECTED_SPAM,data.resultSet.recipients_matched.2.BLOCK_SEC_ANTIVIRUS,data.resultSet.recipients_matched.20.MON_EIC_MAIL_CHIMP,data.resultSet.recipients_matched.21.MON_EIC_O365,data.resultSet.recipients_matched.22.MON_WL_AS_IP_DMARC,data.resultSet.recipients_matched.23.MONITOR_GRAYMAIL_NONE,data.resultSet.recipients_matched.24.MONITOR_GRAYMAIL_ZERO,data.resultSet.recipients_matched.25.MONITOR_WL_AS_IP_POS,data.resultSet.recipients_matched.26.MONITOR_WL_AS_IP_SUS,data.resultSet.recipients_matched.27.SPF_HARDFAIL,data.resultSet.recipients_matched.28.URL_QUARANTINE_MALICIOUS,data.resultSet.recipients_matched.3.BLOCK_SEC_Asunto_Mail_Delivered,data.resultSet.recipients_matched.4.BLOCK_SEC_BITCOIN,data.resultSet.recipients_matched.5.BLOCK_SEC_BLACKLIST_SOC_SPAM_INFO,data.resultSet.recipients_matched.6.BLOCK_SEC_EIC_Repsol,data.resultSet.recipients_matched.7.BLOCK_SEC_EIC_resto,data.resultSet.recipients_matched.8.BLOCK_SEC_extensiones_Peligrosas,data.resultSet.recipients_matched.9.BLOCK_SEC_MIME_Type_peligrosos,data.type,meta.totalCount,source_file
03/05/2023,25,95,14129,781,3,1279,1,4230,81789,1571,66,13,387,13,25,11,4627,2574,21,42,759,820,6793,0,30,25,68,37,0,mail_content_filter_incoming,0,20230503-PRO-ICF.json
04/05/2023,16,104,14136,765,0,1279,0,4221,81792,1579,68,1,389,18,15,23,4631,2589,27,58,758,835,6786,8,38,28,83,31,0,mail_content_filter_incoming,10,20230504-PRO-ICF.json
05/05/2023,22,91,14132,765,3,1275,0,4213,81793,1580,60,3,372,17,8,10,4623,2593,33,55,761,836,6790,4,19,36,79,48,0,mail_content_filter_incoming,8,20230505-PRO-ICF.json
06/05/2023,15,99,14134,779,5,1292,0,4218,81792,1573,69,16,390,4,20,15,4630,2589,35,40,750,821,6786,0,37,32,67,51,0,mail_content_filter_incoming,8,20230506-PRO-ICF.json
07/05/2023,17,101,14139,766,2,1278,0,4224,81791,1567,72,13,388,8,23,20,4616,2574,31,57,749,828,6793,0,20,34,65,35,7,mail_content_filter_incoming,7,20230507-PRO-ICF.json
08/05/2023,26,103,14144,767,0,1277,9,4216,81786,1570,72,1,375,6,15,11,4612,2592,28,51,744,835,6796,0,18,25,76,39,0,mail_content_filter_incoming,5,20230508-PRO-ICF.json
09/05/2023,21,105,14132,766,9,1278,9,4218,81774,1575,63,7,381,12,7,14,4615,2576,30,41,755,821,6786,0,28,38,73,41,0,mail_content_filter_incoming,0,20230509-PRO-ICF.json
10/05/2023,10,97,14144,777,0,1291,0,4231,81787,1569,62,7,385,6,22,22,4612,2587,19,46,753,828,6792,0,18,29,75,44,1,mail_content_filter_incoming,2,20230510-PRO-ICF.json
11/05/2023,17,104,14144,781,6,1286,5,4228,81790,1564,58,2,388,5,24,22,4623,2588,15,47,756,824,6804,2,19,20,82,31,0,mail_content_filter_incoming,3,20230511-PRO-ICF.json
12/05/2023,29,98,14133,769,0,1288,0,4230,81792,1575,71,2,381,14,20,15,4618,2581,24,59,762,825,6804,4,28,24,71,33,0,mail_content_filter_incoming,5,20230512-PRO-ICF.json
13/05/2023,25,96,14140,771,0,1287,0,4230,81779,1577,63,2,388,15,25,22,4618,2588,32,42,742,840,6786,3,29,25,73,39,0,mail_content_filter_incoming,10,20230513-PRO-ICF.json
14/05/2023,26,107,14132,767,0,1294,7,4228,81773,1572,57,18,379,6,11,19,4628,2575,33,56,748,825,6802,4,23,36,72,38,8,mail_content_filter_incoming,0,20230514-PRO-ICF.json
15/05/2023,24,95,14147,773,0,1275,0,4219,81773,1574,64,5,385,0,17,11,4622,2592,27,53,744,830,6801,10,22,26,75,40,3,mail_content_filter_incoming,0,20230515-PRO-ICF.json
16/05/2023,28,99,14142,780,7,1290,10,4231,81776,1575,68,20,377,15,25,5,4623,2574,26,57,755,825,6796,9,32,20,81,38,7,mail_content_filter_incoming,1,20230516-PRO-ICF.json
17/05/2023,14,89,14147,775,0,1287,0,4218,81778,1564,71,15,375,10,22,21,4614,2588,16,47,753,828,6801,10,35,24,73,33,9,mail_content_filter_incoming,0,20230517-PRO-ICF.json
18/05/2023,25,107,14142,765,2,1291,1,4213,81788,1562,53,11,388,17,26,4,4614,2577,33,50,742,839,6789,0,26,34,72,33,0,mail_content_filter_incoming,0,20230518-PRO-ICF.json
19/05/2023,20,91,14145,767,5,1280,0,4230,81775,1566,54,1,391,8,16,4,4616,2585,32,58,754,827,6792,0,33,23,78,33,9,mail_content_filter_incoming,0,20230519-PRO-ICF.json
20/05/2023,23,95,14140,775,0,1280,8,4218,81773,1579,53,17,373,10,16,6,4613,2589,35,48,742,839,6796,1,32,39,75,42,0,mail_content_filter_incoming,0,20230520-PRO-ICF.json
21/05/2023,14,98,14143,772,0,1289,0,4227,81779,1564,66,19,392,17,7,14,4630,2585,35,39,749,822,6802,0,32,40,84,41,0,mail_content_filter_incoming,0,20230521-PRO-ICF.json
22/05/2023,10,88,14147,776,7,1275,0,4230,81785,1574,67,8,385,1,13,18,4628,2582,19,45,748,838,6799,8,36,20,85,31,2,mail_content_filter_incoming,0,20230522-PRO-ICF.json
23/05/2023,9,88,14149,780,7,1287,6,4221,81780,1560,56,3,390,2,18,15,4626,2581,19,58,742,829,6785,10,31,21,76,38,0,mail_content_filter_incoming,0,20230523-PRO-ICF.json
24/05/2023,15,100,14132,779,8,1289,0,4224,81791,1563,65,3,377,3,22,16,4618,2591,26,49,759,837,6787,10,37,25,67,42,6,mail_content_filter_incoming,0,20230524-PRO-ICF.json
25/05/2023,13,107,14144,771,10,1280,0,4229,81776,1562,65,11,379,18,25,9,4612,2578,35,39,746,821,6788,0,19,28,67,39,0,mail_content_filter_incoming,10,20230525-PRO-ICF.json
26/05/2023,28,89,14147,779,0,1277,0,4221,81780,1577,60,2,385,19,18,15,4617,2578,33,41,748,823,6786,5,27,32,84,32,0,mail_content_filter_incoming,3,20230526-PRO-ICF.json
27/05/2023,14,101,14138,767,0,1280,3,4217,81783,1580,69,10,378,8,10,6,4628,2590,35,40,759,835,6788,0,30,24,78,34,0,mail_content_filter_incoming,9,20230527-PRO-ICF.json
28/05/2023,17,102,14140,770,3,1285,8,4228,81781,1572,64,19,382,16,18,5,4625,2580,23,43,744,825,6798,2,36,28,85,41,0,mail_content_filter_incoming,0,20230528-PRO-ICF.json
29/05/2023,14,100,14142,770,4,1281,0,4213,81773,1577,72,3,375,15,22,14,4617,2578,18,41,753,837,6793,0,27,26,66,45,8,mail_content_filter_incoming,4,20230529-PRO-ICF.json
30/05/2023,10,107,14149,779,0,1275,0,4217,81788,1565,56,2,383,9,11,13,4626,2580,18,52,742,839,6788,4,35,22,65,42,0,mail_content_filter_incoming,0,20230530-PRO-ICF.json
31/05/2023,28,106,14133,770,3,1287,0,4229,81784,1561,67,12,377,2,7,20,4626,2575,31,44,754,839,6784,0,29,35,72,42,0,mail_content_filter_incoming,5,20230531-PRO-ICF.json
01/06/2023,18,95,14140,775,0,1286,0,4232,81783,1566,63,20,376,1,18,10,4632,2589,22,41,762,823,6795,7,36,24,85,36,0,mail_content_filter_incoming,7,20230601-PRO-ICF.json
02/06/2023,20,89,14137,763,8,1276,8,4225,81791,1566,70,10,385,14,23,18,4623,2579,16,54,742,824,6792,0,20,38,75,41,3,mail_content_filter_incoming,0,20230602-PRO-ICF.json
03/06/2023,23,97,14140,770,10,1280,10,4231,81782,1566,55,19,390,2,26,15,4622,2583,21,39,758,838,6800,7,37,35,85,48,3,mail_content_filter_incoming,10,20230603-PRO-ICF.json
04/06/2023,20,100,14139,770,5,1280,0,4231,81785,1568,70,13,373,19,11,17,4626,2576,18,59,760,840,6792,0,19,20,78,38,1,mail_content_filter_incoming,1,20230604-PRO-ICF.json
05/06/2023,17,89,14148,770,0,1282,8,4227,81782,1567,70,8,381,13,14,3,4628,2591,20,43,749,821,6803,0,30,38,84,49,0,mail_content_filter_incoming,8,20230605-PRO-ICF.json
06/06/2023,17,105,14130,763,0,1285,0,4217,81776,1566,66,10,385,12,17,19,4631,2586,21,49,760,830,6793,2,20,24,84,38,8,mail_content_filter_incoming,10,20230606-PRO-ICF.json
07/06/2023,18,94,14146,783,0,1278,8,4221,81785,1578,53,4,386,20,8,23,4627,2588,24,41,756,828,6802,3,34,32,82,31,0,mail_content_filter_incoming,0,20230607-PRO-ICF.json
08/06/2023,23,101,14133,778,9,1293,1,4223,81780,1561,57,8,374,20,17,9,4613,2576,20,46,760,837,6787,3,32,31,65,45,3,mail_content_filter_incoming,0,20230608-PRO-ICF.json
09/06/2023,26,94,14131,768,0,1284,9,4214,81791,1570,64,12,389,17,15,11,4628,2578,22,54,749,840,6798,0,33,40,69,41,6,mail_content_filter_incoming,0,20230609-PRO-ICF.json
10/06/2023,24,99,14140,772,0,1278,0,4225,81778,1572,62,8,380,18,26,15,4618,2580,15,56,748,826,6791,0,35,34,70,36,0,mail_content_filter_incoming,0,20230610-PRO-ICF.json
11/06/2023,19,92,14140,780,0,1278,9,4217,81773,1580,63,18,377,5,10,21,4621,2577,17,49,755,826,6795,8,22,20,78,33,2,mail_content_filter_incoming,0,20230611-PRO-ICF.json
12/06/2023,14,91,14146,767,3,1291,3,4230,81788,1572,61,0,375,3,24,6,4628,2584,23,56,759,821,6789,0,29,29,81,34,1,mail_content_filter_incoming,2,20230612-PRO-ICF.json
13/06/2023,28,95,14131,778,9,1288,0,4226,81791,1579,71,19,389,8,24,19,4615,2594,20,55,748,823,6790,0,27,35,81,49,0,mail_content_filter_incoming,7,20230613-PRO-ICF.json
14/06/2023,22,92,14148,775,0,1280,5,4226,81775,1576,62,20,386,3,26,20,4624,2579,27,53,745,827,6797,0,25,25,82,37,6,mail_content_filter_incoming,3,20230614-PRO-ICF.json
15/06/2023,11,106,14132,774,8,1287,8,4230,81793,1567,69,9,376,11,21,8,4612,2578,27,51,753,832,6798,9,32,33,68,45,6,mail_content_filter_incoming,7,20230615-PRO-ICF.json
16/06/2023,24,87,14146,774,9,1292,0,4225,81781,1562,68,6,389,19,22,12,4615,2587,29,46,751,834,6784,7,37,34,74,46,0,mail_content_filter_incoming,6,20230616-PRO-ICF.json
17/06/2023,12,94,14144,772,7,1291,0,4232,81792,1575,60,3,372,17,17,16,4619,2574,19,53,753,820,6801,7,36,37,71,32,0,mail_content_filter_incoming,0,20230617-PRO-ICF.json
18/06/2023,10,94,14141,778,0,1284,3,4230,81785,1571,57,9,380,1,18,7,4616,2577,25,50,761,839,6793,0,26,24,84,50,0,mail_content_filter_incoming,3,20230618-PRO-ICF.json
19/06/2023,15,90,14131,765,5,1281,10,4217,81793,1574,67,5,377,13,14,20,4632,2591,22,58,753,837,6803,0,18,27,77,35,0,mail_content_filter_incoming,0,20230619-PRO-ICF.json
20/06/2023,25,96,14135,771,0,1293,0,4214,81783,1567,67,16,375,17,6,10,4618,2577,31,45,755,822,6798,0,29,38,74,49,4,mail_content_filter_incoming,0,20230620-PRO-ICF.json
21/06/2023,22,102,14141,768,8,1286,8,4215,81782,1567,58,12,378,4,24,22,4630,2582,27,59,755,828,6793,0,30,35,67,46,4,mail_content_filter_incoming,0,20230621-PRO-ICF.json
22/06/2023,24,97,14130,768,0,1276,4,4231,81787,1577,71,20,392,2,10,12,4628,2591,21,59,761,834,6802,1,34,24,81,34,8,mail_content_filter_incoming,0,20230622-PRO-ICF.json
23/06/2023,12,101,14142,781,0,1281,1,4215,81793,1570,68,17,386,0,20,3,4622,2580,19,51,742,823,6802,0,29,30,69,48,3,mail_content_filter_incoming,0,20230623-PRO-ICF.json
24/06/2023,11,93,14136,782,0,1274,10,4223,81790,1570,65,2,383,11,26,12,4626,2581,17,59,752,832,6800,9,30,38,72,37,1,mail_content_filter_incoming,2,20230624-PRO-ICF.json
25/06/2023,23,97,14130,774,0,1275,0,4230,81790,1560,56,15,392,6,6,11,4616,2589,28,45,755,824,6790,0,35,40,74,44,0,mail_content_filter_incoming,6,20230625-PRO-ICF.json
26/06/2023,17,93,14137,764,0,1283,0,4231,81789,1576,54,16,372,15,12,20,4627,2588,35,50,758,827,6804,3,35,37,68,34,2,mail_content_filter_incoming,0,20230626-PRO-ICF.json
27/06/2023,9,88,14140,770,7,1294,0,4214,81792,1575,71,9,387,3,26,7,4616,2582,32,53,742,838,6802,0,21,38,71,36,0,mail_content_filter_incoming,7,20230627-PRO-ICF.json
28/06/2023,13,88,14147,774,0,1287,7,4231,81773,1560,62,14,373,15,25,13,4612,2575,18,54,749,824,6803,0,25,32,78,35,0,mail_content_filter_incoming,0,20230628-PRO-ICF.json
29/06/2023,18,94,14140,767,0,1294,2,4213,81777,1570,57,6,385,18,14,5,4616,2574,33,47,751,834,6785,0,25,29,74,35,0,mail_content_filter_incoming,5,20230629-PRO-ICF.json
30/06/2023,18,106,14133,769,4,1286,0,4213,81789,1576,60,9,389,14,14,3,4628,2581,29,56,744,838,6797,0,33,37,78,47,3,mail_content_filter_incoming,0,20230630-PRO-ICF.json
01/07/2023,14,93,14129,764,0,1274,7,4229,81785,1567,61,12,387,14,13,21,4615,2593,15,39,758,836,6788,0,29,30,65,37,0,mail_content_filter_incoming,8,20230701-PRO-ICF.json
02/07/2023,16,100,14139,765,9,1291,10,4224,81781,1570,68,4,375,18,15,7,4612,2580,35,47,742,822,6787,0,32,22,68,47,0,mail_content_filter_incoming,1,20230702-PRO-ICF.json
03/07/2023,25,98,14140,783,0,1287,0,4218,81780,1571,66,0,388,0,15,5,4617,2593,18,56,746,837,6786,5,26,30,69,45,0,mail_content_filter_incoming,0,20230703-PRO-ICF.json
04/07/2023,13,87,14139,770,0,1283,2,4214,81782,1580,57,4,392,14,19,10,4632,2583,27,39,745,839,6792,7,29,20,80,44,3,mail_content_filter_incoming,0,20230704-PRO-ICF.json
05/07/2023,28,96,14140,763,0,1287,0,4229,81782,1576,70,15,387,9,10,7,4619,2584,23,45,751,821,6798,0,23,38,66,51,0,mail_content_filter_incoming,0,20230705-PRO-ICF.json
06/07/2023,14,89,14141,771,0,1285,0,4216,81774,1565,54,5,388,11,15,9,4620,2576,20,46,742,823,6800,0,36,33,82,31,2,mail_content_filter_incoming,2,20230706-PRO-ICF.json
07/07/2023,12,107,14147,783,0,1294,4,4229,81783,1571,52,20,384,3,8,9,4626,2584,22,49,758,825,6788,1,37,21,81,39,0,mail_content_filter_incoming,0,20230707-PRO-ICF.json
08/07/2023,9,92,14130,763,0,1294,0,4222,81779,1564,58,12,381,5,11,6,4624,2592,16,51,761,832,6801,0,35,31,76,45,6,mail_content_filter_incoming,7,20230708-PRO-ICF.json
09/07/2023,26,96,14148,765,0,1284,0,4214,81777,1563,63,2,388,12,21,14,4629,2586,24,51,749,827,6786,0,18,20,74,34,3,mail_content_filter_incoming,9,20230709-PRO-ICF.json
10/07/2023,21,107,14138,772,3,1285,0,4226,81787,1574,56,1,373,11,8,17,4615,2574,29,45,743,836,6803,4,23,27,77,31,0,mail_content_filter_incoming,4,20230710-PRO-ICF.json
11/07/2023,22,100,14144,765,0,1284,0,4230,81785,1575,65,4,380,11,25,7,4618,2590,28,55,757,839,6788,0,32,40,77,37,0,mail_content_filter_incoming,0,20230711-PRO-ICF.json
12/07/2023,14,100,14144,769,2,1278,4,4219,81778,1561,57,5,374,20,10,18,4615,2577,17,53,753,840,6802,0,25,36,73,35,0,mail_content_filter_incoming,5,20230712-PRO-ICF.json
13/07/2023,22,104,14135,777,0,1284,0,4214,81782,1578,58,6,372,5,19,17,4617,2582,23,51,760,827,6786,4,32,20,71,33,2,mail_content_filter_incoming,0,20230713-PRO-ICF.json
14/07/2023,10,91,14134,780,10,1283,1,4219,81791,1575,60,19,385,20,24,14,4612,2588,15,55,759,833,6797,4,30,40,75,36,4,mail_content_filter_incoming,0,20230714-PRO-ICF.json
15/07/2023,19,98,14136,775,8,1290,7,4230,81782,1566,71,6,373,7,12,8,4621,2581,27,44,760,833,6787,9,25,30,74,41,0,mail_content_filter_incoming,0,20230715-PRO-ICF.json
16/07/2023,29,89,14134,775,4,1276,0,4216,81788,1571,59,12,390,4,19,11,4627,2584,19,55,762,832,6790,4,28,39,68,49,0,mail_content_filter_incoming,0,20230716-PRO-ICF.json
17/07/2023,29,91,14131,779,7,1281,0,4233,81783,1577,55,18,380,5,6,12,4629,2589,30,40,755,835,6798,9,22,31,73,35,0,mail_content_filter_incoming,10,20230717-PRO-ICF.json
18/07/2023,14,98,14134,780,0,1279,0,4224,81773,1563,69,5,381,11,26,15,4617,2583,29,44,759,833,6790,10,28,31,67,49,2,mail_content_filter_incoming,0,20230718-PRO-ICF.json
19/07/2023,10,89,14133,768,0,1288,0,4215,81791,1567,64,0,390,1,19,3,4628,2578,29,54,743,830,6791,0,29,26,82,50,0,mail_content_filter_incoming,2,20230719-PRO-ICF.json
20/07/2023,17,96,14140,778,3,1275,3,4219,81781,1579,61,5,375,19,7,11,4625,2576,30,49,752,823,6790,4,23,34,80,43,6,mail_content_filter_incoming,6,20230720-PRO-ICF.json
21/07/2023,26,105,14131,783,0,1274,9,4223,81780,1576,62,20,373,10,21,11,4617,2576,27,47,749,830,6792,4,23,26,81,44,0,mail_content_filter_incoming,8,20230721-PRO-ICF.json
22/07/2023,11,103,14144,768,8,1277,0,4229,81782,1570,53,14,383,20,23,15,4612,2583,22,50,755,833,6800,9,36,21,66,35,4,mail_content_filter_incoming,0,20230722-PRO-ICF.json
23/07/2023,21,102,14145,778,2,1274,0,4233,81783,1560,72,9,378,18,10,7,4615,2588,16,47,762,837,6802,3,24,29,70,47,9,mail_content_filter_incoming,3,20230723-PRO-ICF.json
24/07/2023,18,92,14138,783,9,1274,0,4222,81784,1578,71,13,372,14,6,15,4631,2579,17,58,752,837,6790,8,35,27,67,38,0,mail_content_filter_incoming,4,20230724-PRO-ICF.json
25/07/2023,15,101,14138,764,4,1275,0,4213,81789,1580,69,1,373,16,26,5,4626,2579,27,43,758,825,6787,5,19,39,69,44,10,mail_content_filter_incoming,9,20230725-PRO-ICF.json
26/07/2023,28,90,14137,769,0,1293,2,4233,81793,1565,72,8,386,10,22,18,4612,2576,20,39,751,824,6785,10,23,33,71,39,0,mail_content_filter_incoming,0,20230726-PRO-ICF.json
27/07/2023,9,94,14143,778,0,1290,1,4221,81785,1573,56,6,384,4,13,16,4613,2586,27,53,761,839,6792,6,35,24,68,42,8,mail_content_filter_incoming,6,20230727-PRO-ICF.json
28/07/2023,19,104,14134,774,3,1274,0,4216,81780,1568,68,5,387,1,22,11,4631,2581,18,49,748,839,6796,7,34,34,80,45,9,mail_content_filter_incoming,6,20230728-PRO-ICF.json
29/07/2023,19,99,14133,764,6,1279,0,4223,81780,1560,70,15,381,13,19,22,4615,2593,23,56,761,832,6789,0,27,20,75,50,10,mail_content_filter_incoming,0,20230729-PRO-ICF.json
30/07/2023,9,88,14140,764,0,1287,0,4231,81778,1561,56,10,387,19,24,22,4614,2592,21,55,757,826,6799,5,24,40,70,33,5,mail_content_filter_incoming,0,20230730-PRO-ICF.json
31/07/2023,21,93,14140,774,7,1276,0,4223,81787,1568,60,19,380,12,17,10,4631,2577,27,40,762,835,6785,9,20,37,76,47,0,mail_content_filter_incoming,5,20230731-PRO-ICF.json
01/08/2023,19,89,14142,767,0,1275,0,4232,81787,1569,60,0,384,16,22,4,4625,2589,16,55,761,837,6793,3,37,26,71,38,0,mail_content_filter_incoming,5,20230801-PRO-ICF.json
02/08/2023,24,87,14146,767,10,1280,0,4227,81775,1569,64,2,387,19,24,13,4619,2592,23,52,757,832,6799,0,29,28,74,46,0,mail_content_filter_incoming,3,20230802-PRO-ICF.json
03/08/2023,22,95,14130,781,0,1279,0,4220,81793,1560,56,11,372,4,6,22,4620,2584,20,45,756,831,6803,7,36,23,65,37,8,mail_content_filter_incoming,8,20230803-PRO-ICF.json
04/08/2023,20,107,14134,768,9,1285,0,4216,81788,1579,67,1,383,10,19,15,4612,2581,28,42,755,824,6800,0,27,29,75,43,2,mail_content_filter_incoming,0,20230804-PRO-ICF.json
05/08/2023,15,94,14137,774,0,1277,0,4227,81791,1561,62,14,390,3,24,5,4632,2590,35,57,759,832,6794,0,32,38,73,32,2,mail_content_filter_incoming,3,20230805-PRO-ICF.json
06/08/2023,13,106,14130,768,7,1278,0,4220,81778,1572,66,12,387,19,24,23,4617,2582,20,53,757,827,6790,0,24,38,77,40,0,mail_content_filter_incoming,9,20230806-PRO-ICF.json
07/08/2023,19,100,14129,763,2,1283,0,4219,81777,1565,65,20,390,4,10,18,4626,2588,29,45,748,822,6803,9,20,26,82,38,0,mail_content_filter_incoming,3,20230807-PRO-ICF.json
08/08/2023,20,105,14145,774,10,1286,0,4226,81775,1569,70,14,372,8,16,22,4627,2594,33,45,745,836,6797,0,18,21,72,43,0,mail_content_filter_incoming,0,20230808-PRO-ICF.json
09/08/2023,19,94,14133,769,8,1290,0,4228,81782,1565,72,5,380,10,18,17,4628,2589,17,55,758,836,6784,0,20,25,79,44,0,mail_content_filter_incoming,0,20230809-PRO-ICF.json
10/08/2023,13,93,14131,775,2,1278,0,4216,81786,1570,63,10,384,14,22,16,4620,2584,30,55,754,830,6787,0,35,21,83,35,3,mail_content_filter_incoming,0,20230810-PRO-ICF.json
11/08/2023,22,104,14143,763,0,1287,0,4214,81792,1569,60,4,385,6,22,23,4625,2575,20,40,752,821,6784,6,25,30,80,32,0,mail_content_filter_incoming,7,20230811-PRO-ICF.json
12/08/2023,27,97,14147,783,7,1275,0,4226,81773,1565,71,8,387,8,10,23,4613,2581,17,50,758,839,6804,10,25,38,73,31,0,mail_content_filter_incoming,0,20230812-PRO-ICF.json
13/08/2023,14,94,14141,782,0,1279,4,4226,81788,1569,68,6,392,3,20,9,4612,2586,27,44,760,826,6791,0,31,20,85,42,7,mail_content_filter_incoming,10,20230813-PRO-ICF.json
14/08/2023,26,107,14139,771,0,1294,4,4226,81788,1570,62,6,392,18,22,5,4629,2591,34,40,756,826,6798,0,35,28,79,45,8,mail_content_filter_incoming,4,20230814-PRO-ICF.json
15/08/2023,19,89,14149,775,10,1277,6,4217,81773,1580,67,0,389,12,18,22,4613,2577,16,53,760,824,6801,0,22,38,85,48,6,mail_content_filter_incoming,0,20230815-PRO-ICF.json
16/08/2023,19,101,14148,770,6,1282,0,4221,81774,1569,63,16,373,17,12,6,4614,2583,17,48,757,821,6795,0,38,22,81,46,9,mail_content_filter_incoming,10,20230816-PRO-ICF.json
17/08/2023,9,89,14145,769,0,1285,8,4228,81784,1574,57,19,385,4,20,10,4615,2590,27,56,748,821,6790,0,37,30,80,37,5,mail_content_filter_incoming,0,20230817-PRO-ICF.json
18/08/2023,17,106,14134,765,6,1277,2,4231,81790,1562,72,9,375,3,13,12,4620,2589,27,40,760,828,6797,0,32,20,75,31,0,mail_content_filter_incoming,7,20230818-PRO-ICF.json
19/08/2023,10,91,14131,769,4,1287,7,4220,81786,1575,63,19,376,0,9,18,4626,2593,17,49,746,840,6788,0,26,39,83,48,0,mail_content_filter_incoming,0,20230819-PRO-ICF.json
20/08/2023,17,89,14134,773,0,1276,0,4221,81782,1568,69,12,381,15,10,8,4629,2591,22,57,742,829,6803,0,18,26,82,41,0,mail_content_filter_incoming,5,20230820-PRO-ICF.json
21/08/2023,25,88,14147,765,0,1276,0,4221,81780,1573,67,17,373,13,11,23,4615,2574,30,56,744,837,6787,7,33,27,67,40,0,mail_content_filter_incoming,4,20230821-PRO-ICF.json
22/08/2023,12,90,14139,765,0,1284,8,4231,81777,1560,55,12,381,13,13,9,4628,2578,19,43,746,828,6788,0,30,33,80,32,0,mail_content_filter_incoming,0,20230822-PRO-ICF.json
23/08/2023,18,92,14134,771,8,1290,3,4226,81779,1568,57,1,388,18,17,10,4625,2588,35,54,762,827,6796,0,27,39,79,44,0,mail_content_filter_incoming,0,20230823-PRO-ICF.json
24/08/2023,21,100,14149,781,7,1284,0,4217,81782,1566,64,15,382,18,10,12,4615,2584,30,41,747,840,6791,0,24,37,83,44,0,mail_content_filter_incoming,4,20230824-PRO-ICF.json
25/08/2023,9,94,14134,763,0,1282,7,4232,81786,1575,69,0,372,17,10,15,4620,2592,21,42,746,823,6799,0,33,24,77,32,5,mail_content_filter_incoming,0,20230825-PRO-ICF.json
26/08/2023,23,87,14130,766,2,1277,0,4224,81791,1560,55,12,385,7,24,22,4620,2592,16,41,748,827,6801,0,24,30,72,50,0,mail_content_filter_incoming,0,20230826-PRO-ICF.json
27/08/2023,12,99,14133,766,0,1282,6,4223,81782,1577,60,4,389,1,12,13,4618,2576,28,40,757,838,6785,0,37,39,66,38,0,mail_content_filter_incoming,0,20230827-PRO-ICF.json
28/08/2023,20,102,14131,764,10,1289,0,4232,81776,1572,55,18,384,9,11,10,4632,2578,18,50,751,821,6793,3,24,39,67,38,7,mail_content_filter_incoming,0,20230828-PRO-ICF.json
29/08/2023,28,94,14143,774,2,1280,1,4224,81789,1569,56,5,373,14,26,5,4626,2578,27,51,746,840,6784,1,21,38,85,41,3,mail_content_filter_incoming,1,20230829-PRO-ICF.json
30/08/2023,12,90,14134,780,0,1283,0,4230,81781,1575,62,4,383,16,12,14,4631,2592,34,48,743,820,6789,0,25,24,82,35,0,mail_content_filter_incoming,0,20230830-PRO-ICF.json
31/08/2023,18,97,14149,771,0,1289,7,4226,81787,1569,72,4,379,17,7,8,4614,2594,31,56,761,827,6793,0,37,30,69,47,0,mail_content_filter_incoming,0,20230831-PRO-ICF.json
01/09/2023,20,91,14141,773,3,1288,0,4220,81787,1568,63,14,388,1,8,15,4622,2578,29,52,744,827,6803,7,31,20,77,33,0,mail_content_filter_incoming,3,20230901-PRO-ICF.json
02/09/2023,18,90,14139,773,4,1283,8,4213,81785,1565,67,18,382,12,6,8,4620,2579,26,53,743,827,6794,0,30,39,68,41,7,mail_content_filter_incoming,0,20230902-PRO-ICF.json
03/09/2023,16,105,14136,767,1,1275,0,4216,81780,1578,57,16,377,1,15,20,4623,2574,20,43,743,833,6796,2,37,26,80,31,2,mail_content_filter_incoming,0,20230903-PRO-ICF.json
04/09/2023,9,96,14143,777,7,1276,0,4223,81785,1569,66,9,383,7,20,3,4615,2593,24,50,748,839,6790,0,25,22,77,51,10,mail_content_filter_incoming,0,20230904-PRO-ICF.json
05/09/2023,19,94,14133,765,0,1286,10,4229,81782,1580,68,11,376,13,13,18,4614,2576,24,43,761,829,6788,0,33,23,82,42,8,mail_content_filter_incoming,0,20230905-PRO-ICF.json
06/09/2023,9,99,14136,774,0,1278,5,4218,81781,1570,63,7,383,7,21,14,4624,2584,27,58,757,833,6789,3,30,29,70,44,4,mail_content_filter_incoming,0,20230906-PRO-ICF.json
07/09/2023,17,95,14129,768,0,1280,0,4228,81787,1577,52,9,376,11,21,21,4626,2578,26,42,758,829,6786,0,36,23,74,44,1,mail_content_filter_incoming,10,20230907-PRO-ICF.json
