data.date,data.resultSet.0.failed_dkim,data.resultSet.1.total_graymail_recipients,data.resultSet.10.marketing_mail,data.resultSet.11.ims_spam_increment_over_case,data.resultSet.12.total_mailbox_auto_remediated_recipients,data.resultSet.13.detected_spam_certain,data.resultSet.14.detected_spam_suspect,data.resultSet.15.blocked_dmarc,data.resultSet.16.total_threat_recipients,data.resultSet.17.total_recipients,data.resultSet.18.verif_decrypt_fail,data.resultSet.19.detected_amp,data.resultSet.2.detected_spam,data.resultSet.20.bulk_mail,data.resultSet.21.social_mail,data.resultSet.22.total_clean_recipients,data.resultSet.23.detected_virus_per_msg,data.resultSet.24.failed_spf,data.resultSet.25.blocked_reputation,data.resultSet.3.malicious_url,data.resultSet.4.total_spoofed_emails,data.resultSet.5.verif_decrypt_success,data.resultSet.6.detected_virus,data.resultSet.7.threat_content_filter,data.resultSet.8.blocked_invalid_recipient,data.resultSet.9.blocked_sdr,data.type,meta.totalCount,source_file
04/06/2023,0,214172,48326,0,2,17058,4399,18445,176914,821843,4,24,21458,73472,92344,430774,133,1143,146120,67,19595,0,978,8116,129,6,mail_incoming_traffic_summary,16,20230604-PRO-IM.json
05/06/2023,0,214170,48342,9,0,17050,4403,18445,176901,821838,8,25,21459,73470,92332,430770,129,1156,146111,64,19604,5,983,8123,128,12,mail_incoming_traffic_summary,12,20230605-PRO-IM.json
06/06/2023,5,214154,48337,8,0,17053,4404,18450,176910,821850,0,13,21463,73468,92338,430782,143,1152,146111,73,19587,8,996,8111,113,0,mail_incoming_traffic_summary,3,20230606-PRO-IM.json
07/06/2023,0,214163,48331,0,8,17066,4404,18453,176910,821848,0,25,21452,73476,92336,430771,132,1145,146126,70,19586,0,984,8122,122,0,mail_incoming_traffic_summary,1,20230607-PRO-IM.json
08/06/2023,5,214159,48335,5,0,17065,4396,18442,176912,821843,0,15,21453,73475,92332,430776,127,1155,146123,60,19591,0,981,8106,115,9,mail_incoming_traffic_summary,5,20230608-PRO-IM.json
09/06/2023,4,214172,48342,5,7,17048,4403,18451,176915,821851,9,12,21448,73468,92345,430766,141,1150,146111,65,19588,0,979,8107,112,0,mail_incoming_traffic_summary,17,20230609-PRO-IM.json
10/06/2023,0,214163,48344,1,0,17055,4410,18440,176903,821838,1,30,21460,73478,92347,430776,128,1160,146120,60,19594,6,993,8120,127,11,mail_incoming_traffic_summary,3,20230610-PRO-IM.json
11/06/2023,0,214172,48330,11,4,17052,4415,18449,176903,821839,3,23,21456,73468,92341,430773,145,1157,146110,70,19603,2,984,8118,118,6,mail_incoming_traffic_summary,17,20230611-PRO-IM.json
12/06/2023,0,214163,48340,11,7,17062,4403,18450,176914,821848,2,31,21450,73478,92340,430777,135,1144,146129,60,19586,2,982,8123,127,7,mail_incoming_traffic_summary,10,20230612-PRO-IM.json
13/06/2023,0,214155,48326,2,0,17052,4413,18450,176904,821855,2,17,21453,73469,92331,430775,146,1142,146120,73,19598,3,977,8110,111,0,mail_incoming_traffic_summary,2,20230613-PRO-IM.json
14/06/2023,7,214163,48333,10,0,17050,4413,18456,176905,821849,0,25,21449,73485,92333,430781,141,1151,146110,60,19587,0,981,8121,116,0,mail_incoming_traffic_summary,9,20230614-PRO-IM.json
15/06/2023,2,214159,48335,10,7,17065,4414,18445,176908,821848,0,30,21465,73474,92344,430785,146,1141,146124,71,19603,0,981,8115,125,0,mail_incoming_traffic_summary,6,20230615-PRO-IM.json
16/06/2023,10,214164,48344,8,0,17055,4405,18450,176898,821857,0,31,21452,73482,92343,430765,136,1146,146113,72,19603,7,994,8108,123,1,mail_incoming_traffic_summary,0,20230616-PRO-IM.json
17/06/2023,0,214160,48346,0,0,17058,4408,18449,176901,821855,0,29,21447,73472,92345,430782,135,1154,146124,71,19597,2,980,8123,130,3,mail_incoming_traffic_summary,15,20230617-PRO-IM.json
18/06/2023,5,214158,48336,0,0,17067,4416,18449,176912,821838,0,26,21456,73475,92346,430777,135,1158,146119,73,19590,0,982,8108,130,0,mail_incoming_traffic_summary,7,20230618-PRO-IM.json
19/06/2023,0,214171,48336,0,3,17050,4412,18450,176913,821849,9,13,21456,73480,92333,430766,136,1142,146126,65,19590,8,986,8110,122,0,mail_incoming_traffic_summary,17,20230619-PRO-IM.json
20/06/2023,0,214161,48342,8,0,17064,4398,18451,176903,821853,7,26,21466,73472,92331,430774,143,1154,146115,76,19604,0,990,8106,127,7,mail_incoming_traffic_summary,7,20230620-PRO-IM.json
21/06/2023,0,214173,48345,8,1,17062,4403,18458,176898,821855,0,21,21464,73471,92334,430767,143,1160,146123,78,19603,0,978,8108,112,9,mail_incoming_traffic_summary,13,20230621-PRO-IM.json
22/06/2023,4,214154,48332,4,6,17052,4412,18452,176914,821841,0,16,21456,73472,92351,430765,132,1157,146126,78,19601,0,985,8115,114,0,mail_incoming_traffic_summary,7,20230622-PRO-IM.json
23/06/2023,8,214161,48335,0,11,17057,4407,18443,176905,821851,0,29,21464,73467,92347,430775,143,1144,146126,62,19585,0,994,8109,129,7,mail_incoming_traffic_summary,0,20230623-PRO-IM.json
24/06/2023,0,214172,48335,0,3,17066,4397,18444,176914,821845,5,26,21461,73471,92345,430765,131,1158,146129,78,19590,1,988,8108,114,4,mail_incoming_traffic_summary,10,20230624-PRO-IM.json
25/06/2023,0,214162,48344,1,0,17047,4414,18453,176916,821839,3,26,21466,73478,92339,430784,146,1141,146128,68,19593,4,980,8121,129,0,mail_incoming_traffic_summary,2,20230625-PRO-IM.json
26/06/2023,0,214166,48345,0,10,17050,4407,18446,176914,821858,3,11,21455,73471,92348,430769,138,1145,146121,75,19599,0,985,8108,118,0,mail_incoming_traffic_summary,5,20230626-PRO-IM.json
27/06/2023,5,214158,48328,6,0,17051,4401,18449,176898,821846,10,17,21458,73471,92344,430768,129,1158,146129,68,19603,3,983,8110,116,3,mail_incoming_traffic_summary,0,20230627-PRO-IM.json
28/06/2023,8,214154,48346,5,0,17052,4398,18443,176904,821855,2,29,21446,73467,92347,430780,128,1161,146122,74,19591,9,991,8107,117,0,mail_incoming_traffic_summary,12,20230628-PRO-IM.json
29/06/2023,0,214166,48336,0,0,17051,4411,18453,176900,821858,4,30,21465,73475,92348,430765,130,1149,146121,60,19591,0,990,8125,131,3,mail_incoming_traffic_summary,8,20230629-PRO-IM.json
30/06/2023,8,214155,48327,0,3,17065,4412,18446,176910,821857,10,15,21461,73472,92341,430772,134,1158,146118,69,19604,8,981,8107,124,1,mail_incoming_traffic_summary,13,20230630-PRO-IM.json
01/07/2023,8,214156,48338,9,11,17051,4403,18444,176913,821844,4,29,21449,73483,92349,430779,145,1142,146122,68,19588,2,977,8105,129,0,mail_incoming_traffic_summary,0,20230701-PRO-IM.json
02/07/2023,0,214164,48344,10,10,17055,4405,18458,176906,821850,3,25,21453,73470,92332,430768,127,1158,146114,68,19598,3,977,8119,121,4,mail_incoming_traffic_summary,5,20230702-PRO-IM.json
03/07/2023,0,214171,48344,0,0,17059,4399,18441,176899,821852,9,16,21449,73473,92332,430773,139,1154,146110,73,19587,10,982,8125,121,3,mail_incoming_traffic_summary,0,20230703-PRO-IM.json
04/07/2023,0,214161,48334,0,2,17064,4409,18442,176913,821851,7,16,21446,73471,92341,430768,130,1155,146115,71,19600,10,983,8114,126,0,mail_incoming_traffic_summary,9,20230704-PRO-IM.json
05/07/2023,3,214166,48334,10,2,17052,4407,18448,176916,821843,0,23,21463,73474,92340,430785,128,1144,146113,64,19588,0,979,8115,131,5,mail_incoming_traffic_summary,16,20230705-PRO-IM.json
06/07/2023,0,214163,48346,7,3,17048,4397,18446,176903,821839,0,14,21465,73485,92345,430782,144,1160,146129,76,19598,0,984,8120,115,0,mail_incoming_traffic_summary,0,20230706-PRO-IM.json
07/07/2023,0,214169,48340,10,0,17054,4410,18443,176911,821841,3,11,21451,73483,92347,430768,145,1156,146114,77,19601,4,993,8105,126,0,mail_incoming_traffic_summary,1,20230707-PRO-IM.json
08/07/2023,1,214168,48339,10,0,17054,4414,18451,176902,821840,0,12,21454,73469,92344,430774,130,1153,146112,72,19600,0,989,8119,122,0,mail_incoming_traffic_summary,0,20230708-PRO-IM.json
09/07/2023,0,214161,48334,6,4,17055,4400,18455,176914,821856,3,14,21455,73476,92346,430772,143,1151,146120,77,19587,0,977,8115,111,0,mail_incoming_traffic_summary,0,20230709-PRO-IM.json
10/07/2023,0,214165,48327,0,0,17062,4406,18449,176905,821854,0,16,21458,73480,92340,430767,135,1157,146120,68,19605,5,994,8125,118,7,mail_incoming_traffic_summary,11,20230710-PRO-IM.json
11/07/2023,3,214154,48336,2,0,17055,4396,18451,176898,821854,9,15,21454,73481,92337,430783,139,1143,146120,76,19601,2,995,8112,116,0,mail_incoming_traffic_summary,16,20230711-PRO-IM.json
12/07/2023,3,214173,48345,8,2,17050,4405,18448,176915,821850,8,28,21449,73473,92332,430776,131,1144,146123,75,19588,3,982,8106,120,0,mail_incoming_traffic_summary,15,20230712-PRO-IM.json
13/07/2023,4,214159,48333,9,0,17059,4406,18448,176899,821843,1,30,21464,73485,92348,430775,129,1160,146117,68,19599,3,984,8122,111,9,mail_incoming_traffic_summary,16,20230713-PRO-IM.json
14/07/2023,0,214167,48329,9,0,17066,4397,18445,176903,821840,1,20,21461,73473,92350,430766,134,1149,146127,71,19598,0,982,8106,128,0,mail_incoming_traffic_summary,15,20230714-PRO-IM.json
15/07/2023,0,214171,48334,0,0,17052,4414,18441,176912,821848,9,23,21446,73476,92350,430784,145,1145,146111,71,19603,7,997,8112,114,0,mail_incoming_traffic_summary,0,20230715-PRO-IM.json
16/07/2023,2,214157,48326,9,9,17052,4413,18448,176908,821842,0,12,21450,73472,92336,430768,128,1152,146117,60,19604,3,980,8119,118,0,mail_incoming_traffic_summary,7,20230716-PRO-IM.json
17/07/2023,2,214172,48337,0,2,17066,4397,18445,176908,821852,7,20,21452,73479,92339,430766,142,1151,146130,66,19592,0,995,8123,128,5,mail_incoming_traffic_summary,13,20230717-PRO-IM.json
18/07/2023,8,214162,48328,0,9,17065,4401,18459,176898,821838,9,31,21451,73479,92343,430770,140,1142,146114,80,19585,0,982,8110,118,0,mail_incoming_traffic_summary,10,20230718-PRO-IM.json
19/07/2023,0,214166,48332,7,2,17047,4396,18458,176908,821845,4,16,21449,73472,92339,430778,128,1155,146123,73,19586,5,990,8109,123,1,mail_incoming_traffic_summary,1,20230719-PRO-IM.json
20/07/2023,7,214168,48335,0,0,17052,4405,18457,176905,821852,0,19,21446,73474,92333,430780,131,1148,146118,62,19600,9,996,8123,117,0,mail_incoming_traffic_summary,8,20230720-PRO-IM.json
21/07/2023,9,214154,48327,0,6,17067,4416,18453,176901,821847,0,25,21447,73482,92347,430773,134,1147,146124,78,19592,5,994,8107,119,5,mail_incoming_traffic_summary,0,20230721-PRO-IM.json
22/07/2023,0,214155,48332,0,3,17062,4416,18454,176904,821838,2,26,21453,73469,92348,430769,131,1146,146123,67,19599,0,990,8123,127,0,mail_incoming_traffic_summary,10,20230722-PRO-IM.json
23/07/2023,0,214171,48328,3,0,17065,4396,18455,176904,821856,8,16,21458,73482,92350,430767,144,1158,146115,74,19585,3,989,8111,116,0,mail_incoming_traffic_summary,12,20230723-PRO-IM.json
24/07/2023,0,214154,48342,0,0,17048,4400,18442,176912,821855,0,24,21457,73481,92347,430765,138,1161,146122,68,19604,6,982,8113,118,9,mail_incoming_traffic_summary,17,20230724-PRO-IM.json
25/07/2023,3,214171,48340,0,7,17063,4414,18450,176916,821843,10,31,21451,73480,92351,430773,128,1143,146123,80,19594,0,993,8115,111,0,mail_incoming_traffic_summary,14,20230725-PRO-IM.json
26/07/2023,0,214165,48340,2,0,17047,4401,18457,176906,821856,4,23,21452,73467,92338,430784,138,1161,146124,73,19604,0,995,8107,115,0,mail_incoming_traffic_summary,0,20230726-PRO-IM.json
27/07/2023,3,214163,48331,0,0,17055,4401,18459,176914,821850,0,16,21464,73479,92349,430784,130,1141,146122,62,19589,1,995,8114,129,7,mail_incoming_traffic_summary,10,20230727-PRO-IM.json
28/07/2023,0,214173,48335,0,0,17067,4410,18452,176902,821857,0,20,21448,73486,92338,430766,135,1159,146112,64,19589,2,977,8105,111,0,mail_incoming_traffic_summary,3,20230728-PRO-IM.json
29/07/2023,8,214171,48341,2,0,17067,4396,18454,176917,821851,3,14,21447,73482,92344,430783,136,1156,146114,80,19596,2,994,8109,111,0,mail_incoming_traffic_summary,17,20230729-PRO-IM.json
30/07/2023,4,214155,48343,10,0,17055,4411,18453,176898,821852,7,24,21452,73470,92338,430775,128,1141,146125,69,19590,0,986,8113,125,1,mail_incoming_traffic_summary,10,20230730-PRO-IM.json
31/07/2023,0,214155,48329,8,0,17047,4403,18459,176915,821842,0,13,21455,73483,92331,430771,144,1153,146122,60,19603,0,977,8114,121,1,mail_incoming_traffic_summary,2,20230731-PRO-IM.json
01/08/2023,0,214173,48335,0,0,17049,4402,18444,176910,821850,0,14,21451,73476,92348,430773,143,1151,146127,61,19588,9,996,8107,128,12,mail_incoming_traffic_summary,0,20230801-PRO-IM.json
02/08/2023,0,214167,48326,0,3,17049,4413,18449,176898,821842,1,26,21451,73483,92345,430765,132,1153,146126,67,19595,8,989,8105,122,0,mail_incoming_traffic_summary,9,20230802-PRO-IM.json
03/08/2023,4,214173,48327,10,8,17060,4397,18444,176912,821849,5,20,21457,73476,92339,430773,146,1159,146114,67,19588,8,997,8110,123,0,mail_incoming_traffic_summary,0,20230803-PRO-IM.json
04/08/2023,7,214167,48338,0,0,17053,4407,18442,176909,821854,1,11,21446,73468,92342,430771,126,1143,146124,74,19585,0,991,8125,115,5,mail_incoming_traffic_summary,4,20230804-PRO-IM.json
05/08/2023,0,214166,48332,1,10,17062,4404,18460,176915,821852,2,28,21464,73466,92342,430779,127,1146,146117,66,19598,0,989,8108,128,0,mail_incoming_traffic_summary,12,20230805-PRO-IM.json
06/08/2023,0,214161,48326,9,0,17055,4396,18442,176911,821857,0,18,21463,73471,92347,430773,135,1145,146116,70,19605,0,978,8109,118,0,mail_incoming_traffic_summary,6,20230806-PRO-IM.json
07/08/2023,6,214155,48343,2,0,17054,4408,18441,176908,821857,0,16,21458,73485,92347,430774,130,1161,146119,72,19594,5,977,8119,111,0,mail_incoming_traffic_summary,0,20230807-PRO-IM.json
08/08/2023,8,214172,48342,4,0,17065,4415,18450,176908,821838,0,30,21461,73472,92335,430778,139,1150,146116,78,19602,0,996,8107,119,11,mail_incoming_traffic_summary,1,20230808-PRO-IM.json
09/08/2023,0,214160,48343,0,0,17059,4412,18441,176910,821840,0,19,21460,73484,92351,430776,138,1150,146124,76,19605,7,997,8120,112,2,mail_incoming_traffic_summary,15,20230809-PRO-IM.json
10/08/2023,1,214169,48326,0,3,17063,4410,18450,176914,821851,6,15,21457,73475,92332,430776,128,1154,146122,63,19590,0,992,8118,119,0,mail_incoming_traffic_summary,8,20230810-PRO-IM.json
11/08/2023,9,214171,48326,9,4,17067,4398,18459,176913,821857,5,29,21453,73481,92335,430773,136,1145,146127,60,19604,0,979,8111,119,10,mail_incoming_traffic_summary,5,20230811-PRO-IM.json
12/08/2023,0,214170,48333,0,9,17061,4410,18455,176907,821855,3,25,21454,73477,92350,430776,129,1150,146112,79,19585,4,983,8114,115,0,mail_incoming_traffic_summary,13,20230812-PRO-IM.json
13/08/2023,0,214165,48330,3,2,17057,4414,18449,176911,821857,7,29,21448,73466,92344,430769,133,1145,146124,76,19587,4,994,8121,115,1,mail_incoming_traffic_summary,1,20230813-PRO-IM.json
14/08/2023,6,214156,48344,0,2,17063,4415,18460,176910,821843,2,28,21457,73472,92347,430773,143,1157,146124,78,19587,0,992,8124,112,9,mail_incoming_traffic_summary,10,20230814-PRO-IM.json
15/08/2023,5,214158,48334,7,4,17056,4415,18454,176899,821845,0,12,21464,73479,92346,430775,140,1157,146129,77,19589,2,994,8124,118,0,mail_incoming_traffic_summary,10,20230815-PRO-IM.json
16/08/2023,0,214158,48329,1,11,17059,4413,18459,176900,821839,8,31,21453,73480,92345,430784,140,1158,146111,80,19595,0,983,8117,128,6,mail_incoming_traffic_summary,1,20230816-PRO-IM.json
17/08/2023,8,214156,48331,0,0,17059,4407,18442,176915,821849,10,19,21456,73483,92338,430783,139,1153,146110,77,19596,0,997,8110,118,0,mail_incoming_traffic_summary,11,20230817-PRO-IM.json
18/08/2023,0,214169,48335,11,0,17053,4396,18444,176911,821858,1,11,21460,73484,92351,430783,138,1146,146113,69,19585,0,995,8109,128,4,mail_incoming_traffic_summary,14,20230818-PRO-IM.json
19/08/2023,0,214166,48337,0,5,17056,4408,18451,176911,821847,0,23,21449,73467,92334,430782,138,1148,146125,68,19594,0,996,8110,117,0,mail_incoming_traffic_summary,1,20230819-PRO-IM.json
20/08/2023,0,214161,48335,9,0,17051,4407,18442,176901,821846,8,25,21448,73482,92347,430779,144,1151,146116,68,19596,0,989,8107,122,7,mail_incoming_traffic_summary,0,20230820-PRO-IM.json
21/08/2023,0,214155,48336,5,0,17060,4416,18457,176918,821838,0,24,21465,73484,92337,430772,128,1152,146118,72,19605,6,987,8118,120,0,mail_incoming_traffic_summary,2,20230821-PRO-IM.json
22/08/2023,0,214164,48330,11,0,17050,4415,18441,176900,821841,0,19,21453,73483,92340,430771,133,1159,146113,78,19589,0,982,8106,122,4,mail_incoming_traffic_summary,3,20230822-PRO-IM.json
23/08/2023,8,214171,48338,0,1,17052,4408,18452,176909,821848,8,13,21466,73474,92346,430777,131,1152,146117,80,19596,0,996,8120,118,3,mail_incoming_traffic_summary,17,20230823-PRO-IM.json
24/08/2023,10,214167,48339,8,1,17063,4409,18447,176916,821838,3,14,21452,73478,92348,430769,135,1159,146125,80,19602,0,987,8113,117,1,mail_incoming_traffic_summary,15,20230824-PRO-IM.json
25/08/2023,2,214160,48330,9,11,17052,4408,18449,176909,821850,0,17,21464,73485,92334,430779,130,1159,146128,69,19599,2,982,8115,131,0,mail_incoming_traffic_summary,17,20230825-PRO-IM.json
26/08/2023,0,214162,48335,0,9,17064,4404,18442,176899,821840,3,26,21452,73485,92337,430766,128,1149,146127,75,19598,5,983,8113,128,0,mail_incoming_traffic_summary,0,20230826-PRO-IM.json
27/08/2023,5,214172,48329,0,6,17050,4402,18444,176901,821856,0,11,21449,73470,92340,430779,126,1146,146126,66,19602,2,978,8107,121,7,mail_incoming_traffic_summary,14,20230827-PRO-IM.json
28/08/2023,0,214156,48338,0,4,17064,4404,18451,176908,821843,0,16,21456,73486,92346,430774,128,1141,146114,66,19595,0,990,8124,124,0,mail_incoming_traffic_summary,17,20230828-PRO-IM.json
29/08/2023,2,214165,48335,11,0,17050,4403,18440,176910,821854,10,24,21446,73471,92339,430766,142,1155,146113,68,19597,0,992,8105,112,0,mail_incoming_traffic_summary,0,20230829-PRO-IM.json
30/08/2023,0,214155,48329,0,2,17047,4406,18446,176908,821852,0,16,21463,73486,92347,430783,130,1141,146123,68,19599,9,980,8112,122,0,mail_incoming_traffic_summary,6,20230830-PRO-IM.json
31/08/2023,2,214161,48344,0,0,17050,4403,18459,176912,821846,0,23,21457,73485,92349,430765,136,1151,146127,75,19602,10,977,8112,125,9,mail_incoming_traffic_summary,7,20230831-PRO-IM.json
01/09/2023,7,214156,48326,7,0,17053,4411,18452,176917,821857,0,31,21455,73485,92343,430774,134,1150,146124,78,19602,0,981,8116,118,12,mail_incoming_traffic_summary,12,20230901-PRO-IM.json
02/09/2023,0,214158,48336,11,8,17051,4412,18452,176905,821839,0,11,21465,73470,92350,430778,138,1146,146129,70,19604,0,988,8110,118,0,mail_incoming_traffic_summary,16,20230902-PRO-IM.json
03/09/2023,8,214155,48333,6,10,17062,4398,18459,176899,821838,0,31,21449,73466,92336,430783,146,1151,146123,78,19592,10,984,8111,122,11,mail_incoming_traffic_summary,0,20230903-PRO-IM.json
04/09/2023,0,214168,48341,11,4,17049,4400,18440,176916,821843,7,13,21461,73486,92341,430780,143,1142,146123,73,19598,3,987,8106,122,0,mail_incoming_traffic_summary,0,20230904-PRO-IM.json
05/09/2023,0,214155,48330,0,0,17053,4400,18448,176911,821849,9,31,21446,73482,92343,430777,145,1147,146114,67,19599,0,984,8123,128,10,mail_incoming_traffic_summary,12,20230905-PRO-IM.json
06/09/2023,6,214168,48335,2,0,17047,4405,18453,176918,821842,0,11,21462,73479,92349,430769,144,1154,146120,69,19603,3,982,8110,119,10,mail_incoming_traffic_summary,9,20230906-PRO-IM.json
07/09/2023,0,214168,48335,5,8,17051,4403,18446,176912,821858,0,12,21446,73484,92339,430775,128,1153,146125,66,19592,10,996,8121,115,0,mail_incoming_traffic_summary,9,20230907-PRO-IM.json
08/09/2023,0,214167,48327,0,0,17051,4404,18459,176909,821840,8,17,21465,73477,92332,430785,126,1143,146113,64,19585,7,988,8118,119,10,mail_incoming_traffic_summary,7,20230908-PRO-IM.json
09/09/2023,0,214160,48338,0,5,17050,4411,18454,176915,821846,0,13,21447,73485,92332,430769,140,1144,146122,79,19605,0,980,8117,127,2,mail_incoming_traffic_summary,16,20230909-PRO-IM.json
10/09/2023,0,214171,48342,0,0,17052,4408,18452,176902,821841,4,26,21457,73476,92348,430766,128,1151,146127,67,19596,0,984,8123,131,10,mail_incoming_traffic_summary,5,20230910-PRO-IM.json
11/09/2023,4,214161,48342,0,0,17057,4400,18455,176918,821854,2,17,21463,73466,92350,430766,126,1155,146112,65,19600,5,992,8119,114,0,mail_incoming_traffic_summary,1,20230911-PRO-IM.json
12/09/2023,0,214158,48328,9,0,17055,4403,18459,176898,821852,0,22,21458,73475,92346,430772,139,1142,146113,71,19591,4,996,8111,116,0,mail_incoming_traffic_summary,7,20230912-PRO-IM.json
13/09/2023,2,214161,48332,0,6,17051,4409,18453,176909,821842,6,15,21462,73475,92343,430782,136,1149,146128,73,19605,2,986,8112,115,0,mail_incoming_traffic_summary,2,20230913-PRO-IM.json
14/09/2023,8,214161,48327,0,7,17067,4403,18450,176906,821840,0,28,21448,73485,92336,430784,127,1160,146117,77,19599,6,980,8105,120,9,mail_incoming_traffic_summary,0,20230914-PRO-IM.json
15/09/2023,0,214171,48339,2,11,17047,4399,18452,176913,821851,5,14,21464,73482,92346,430780,138,1145,146126,63,19594,0,990,8124,118,7,mail_incoming_traffic_summary,14,20230915-PRO-IM.json
16/09/2023,7,214157,48339,1,10,17062,4408,18449,176898,821855,0,28,21450,73477,92348,430765,136,1141,146112,70,19595,9,992,8120,125,0,mail_incoming_traffic_summary,6,20230916-PRO-IM.json
17/09/2023,10,214154,48346,0,0,17067,4412,18452,176918,821839,5,19,21450,73471,92349,430765,138,1161,146129,78,19591,0,980,8108,115,2,mail_incoming_traffic_summary,8,20230917-PRO-IM.json
18/09/2023,2,214171,48334,1,0,17055,4408,18460,176911,821855,7,24,21461,73477,92347,430771,134,1157,146116,66,19596,10,986,8113,122,0,mail_incoming_traffic_summary,6,20230918-PRO-IM.json
19/09/2023,1,214155,48327,5,0,17055,4401,18459,176904,821856,0,25,21465,73480,92338,430780,130,1159,146120,65,19602,0,989,8119,116,0,mail_incoming_traffic_summary,5,20230919-PRO-IM.json
20/09/2023,0,214166,48331,2,0,17048,4412,18451,176913,821845,6,17,21457,73483,92342,430776,135,1151,146112,65,19599,0,981,8122,124,4,mail_incoming_traffic_summary,5,20230920-PRO-IM.json
21/09/2023,0,214170,48339,9,0,17049,4415,18453,176905,821838,0,30,21466,73485,92341,430767,139,1156,146111,74,19597,0,977,8123,130,0,mail_incoming_traffic_summary,6,20230921-PRO-IM.json
22/09/2023,4,214159,48335,11,0,17053,4398,18456,176904,821858,0,18,21465,73479,92350,430776,133,1143,146111,79,19587,0,987,8114,129,0,mail_incoming_traffic_summary,17,20230922-PRO-IM.json
23/09/2023,0,214165,48335,2,10,17066,4398,18451,176904,821839,0,19,21450,73476,92332,430765,131,1141,146114,78,19601,4,992,8105,125,12,mail_incoming_traffic_summary,17,20230923-PRO-IM.json
24/09/2023,0,214155,48343,0,0,17051,4396,18443,176905,821855,7,16,21456,73477,92338,430770,127,1158,146116,63,19592,0,985,8117,112,0,mail_incoming_traffic_summary,0,20230924-PRO-IM.json
25/09/2023,0,214157,48344,0,10,17055,4416,18449,176909,821846,1,24,21451,73485,92346,430769,145,1153,146121,66,19599,0,993,8116,113,0,mail_incoming_traffic_summary,7,20230925-PRO-IM.json
26/09/2023,0,214166,48329,0,5,17060,4399,18449,176903,821858,0,22,21458,73471,92340,430781,133,1144,146129,65,19600,3,983,8111,111,1,mail_incoming_traffic_summary,9,20230926-PRO-IM.json
27/09/2023,0,214156,48343,5,0,17051,4412,18445,176906,821853,0,27,21447,73472,92331,430767,143,1144,146124,68,19586,2,981,8123,114,0,mail_incoming_traffic_summary,15,20230927-PRO-IM.json
28/09/2023,3,214160,48339,0,4,17066,4405,18459,176911,821844,5,28,21449,73482,92333,430767,144,1147,146126,65,19604,4,988,8116,125,0,mail_incoming_traffic_summary,15,20230928-PRO-IM.json
29/09/2023,0,214167,48332,10,11,17051,4400,18450,176908,821841,4,19,21453,73468,92350,430770,136,1158,146112,79,19603,7,980,8109,126,0,mail_incoming_traffic_summary,17,20230929-PRO-IM.json
30/09/2023,0,214155,48332,1,11,17049,4409,18452,176914,821840,0,17,21463,73472,92350,430780,132,1154,146124,79,19604,0,980,8119,126,12,mail_incoming_traffic_summary,0,20230930-PRO-IM.json
01/10/2023,3,214165,48326,10,9,17056,4399,18449,176913,821849,0,30,21448,73483,92350,430767,132,1155,146111,63,19601,3,979,8115,124,0,mail_incoming_traffic_summary,7,20231001-PRO-IM.json
02/10/2023,0,214174,48334,11,11,17051,4405,18440,176910,821851,0,27,21463,73472,92339,430778,132,1147,146119,66,19604,0,996,8112,120,0,mail_incoming_traffic_summary,13,20231002-PRO-IM.json
03/10/2023,0,214172,48329,6,3,17057,4397,18448,176912,821841,7,27,21459,73472,92331,430766,144,1159,146120,79,19598,0,987,8111,121,11,mail_incoming_traffic_summary,5,20231003-PRO-IM.json
04/10/2023,0,214174,48341,0,0,17065,4401,18446,176907,821844,1,30,21456,73486,92344,430783,142,1151,146110,62,19602,6,990,8105,114,4,mail_incoming_traffic_summary,5,20231004-PRO-IM.json
05/10/2023,7,214155,48326,0,0,17061,4413,18458,176910,821857,0,13,21458,73485,92351,430771,126,1150,146130,66,19595,6,988,8112,111,0,mail_incoming_traffic_summary,13,20231005-PRO-IM.json
06/10/2023,1,214168,48340,8,1,17048,4412,18459,176915,821857,5,26,21460,73474,92346,430776,145,1149,146119,73,19590,3,981,8117,118,4,mail_incoming_traffic_summary,17,20231006-PRO-IM.json
07/10/2023,8,214162,48335,0,1,17054,4412,18450,176918,821851,1,18,21447,73476,92336,430771,130,1154,146123,73,19596,2,988,8121,115,0,mail_incoming_traffic_summary,0,20231007-PRO-IM.json
08/10/2023,0,214168,48326,2,0,17058,4408,18450,176917,821856,1,11,21464,73482,92351,430784,128,1149,146115,73,19597,10,989,8122,115,11,mail_incoming_traffic_summary,4,20231008-PRO-IM.json
09/10/2023,0,214164,48341,11,0,17058,4398,18457,176911,821851,0,26,21465,73481,92340,430768,132,1143,146116,68,19594,0,977,8110,118,8,mail_incoming_traffic_summary,8,20231009-PRO-IM.json
10/10/2023,0,214157,48327,0,8,17049,4404,18452,176904,821846,0,30,21464,73471,92340,430770,129,1160,146121,67,19594,7,995,8107,128,0,mail_incoming_traffic_summary,15,20231010-PRO-IM.json
11/10/2023,0,214168,48331,10,9,17050,4400,18453,176917,821857,0,21,21459,73470,92332,430778,135,1143,146129,73,19592,0,987,8114,114,9,mail_incoming_traffic_summary,0,20231011-PRO-IM.json
12/10/2023,0,214158,48346,5,0,17053,4401,18444,176898,821839,10,25,21466,73474,92348,430775,145,1156,146114,80,19605,1,992,8109,115,9,mail_incoming_traffic_summary,5,20231012-PRO-IM.json
